Position,Const,Created,Modified,Description,Name,Known For,Birth Date
32,nm0790688,2012-03-18,2012-03-18,,Michael Sheen,Masters of Sex,1969-02-05
33,nm0000354,2012-03-18,2012-03-18,,Matt Damon,Good Will Hunting,1970-10-08
34,nm0000226,2012-03-18,2012-03-18,,Will Smith,The Fresh Prince of Bel-Air,1968-09-25
35,nm0004936,2012-03-18,2012-03-18,,Ben Foster,Hell or High Water,1980-10-29
36,nm0000630,2012-03-18,2012-03-18,,Liev Schreiber,Spotlight,1967-10-04
37,nm0000179,2012-03-18,2012-03-18,,Jude Law,The Talented Mr. Ripley,1972-12-29
38,nm0000604,2012-03-18,2012-03-18,,John C. Reilly,Chicago,1965-05-24
39,nm1024677,2012-03-18,2012-03-18,,John Krasinski,Jack Ryan,1979-10-20
40,nm0910607,2012-03-18,2012-03-18,,Christoph Waltz,Django Unchained,1956-10-04
41,nm0001745,2012-03-18,2012-03-18,,Stellan Skarsgård,Good Will Hunting,1951-06-13
42,nm0331516,2012-03-18,2012-03-18,,Ryan Gosling,La La Land,1980-11-12
43,nm1268748,2012-03-18,2012-03-18,,Tamer Hassan,The Double,1968-03-18
44,nm1117791,2012-03-18,2012-03-18,,Rob Corddry,Warm Bodies,1971-02-04
45,nm0413168,2012-03-18,2012-03-18,,Hugh Jackman,Les Misérables,1968-10-12
46,nm0000095,2012-03-18,2012-03-18,,Woody Allen,Manhattan,1935-11-30
47,nm0000554,2012-03-18,2012-03-18,,Sam Neill,Jurassic Park,1947-09-14
48,nm0564215,2012-03-18,2012-03-18,,James McAvoy,Filth,1979-04-21
49,nm0000242,2012-03-18,2012-03-18,,Mark Wahlberg,The Fighter,1971-06-05
50,nm0000576,2012-03-18,2012-03-18,,Sean Penn,Mystic River,1960-08-17
51,nm0248408,2012-03-18,2012-03-18,,Emilio Echevarría,Amores perros,
52,nm0000146,2012-03-18,2012-03-18,,Ralph Fiennes,The Grand Budapest Hotel,1962-12-22
53,nm0000228,2012-03-18,2012-03-18,,Kevin Spacey,The Usual Suspects,1959-07-26
54,nm0000131,2012-03-18,2012-03-18,,John Cusack,Grosse Pointe Blank,1966-06-28
55,nm0002071,2012-03-18,2012-03-18,,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,1967-07-16
56,nm0001724,2012-03-18,2012-03-18,,Tony Shalhoub,Monk,1953-10-09
57,nm0124930,2012-03-18,2012-03-18,,Gerard Butler,300,1969-11-13
58,nm0000620,2012-03-18,2012-03-18,,Mickey Rourke,The Wrestler,1952-09-16
59,nm0001426,2012-03-18,2012-03-18,,Ben Kingsley,Sexy Beast,1943-12-31
60,nm0000202,2012-03-18,2012-03-18,,Ryan Phillippe,Crash,1974-09-10
61,nm0000128,2012-03-18,2012-03-18,,Russell Crowe,Les Misérables,1964-04-07
62,nm0000438,2012-03-18,2012-03-18,,Ed Harris,Appaloosa,1950-11-28
63,nm0000151,2012-03-18,2012-03-18,,Morgan Freeman,Invictus,1937-06-01
64,nm0262635,2012-03-18,2012-03-18,,Chris Evans,The Avengers,1981-06-13
65,nm0000421,2012-03-18,2012-03-18,,Cuba Gooding Jr.,Jerry Maguire,1968-01-02
66,nm0268199,2012-03-18,2012-03-18,,Colin Farrell,The Lobster,1976-05-31
67,nm0000168,2012-03-18,2012-03-18,,Samuel L. Jackson,Pulp Fiction,1948-12-21
68,nm0000190,2012-03-18,2012-03-18,,Matthew McConaughey,Interstellar,1969-11-04
69,nm0000188,2012-03-18,2012-03-18,,Steve Martin,Roxanne,1945-08-14
70,nm0749263,2012-03-18,2012-03-18,,Mark Ruffalo,Spotlight,1967-11-22
71,nm0000375,2012-03-18,2012-03-18,,Robert Downey Jr.,Iron Man,1965-04-04
72,nm0000150,2012-03-18,2012-03-18,,Michael J. Fox,Back to the Future,1961-06-09
73,nm0005132,2012-03-18,2012-03-18,,Heath Ledger,Brokeback Mountain,1979-04-04
74,nm0000199,2012-03-18,2012-03-18,,Al Pacino,Serpico,1940-04-25
75,nm0000134,2012-03-18,2012-03-18,,Robert De Niro,Cape Fear,1943-08-17
76,nm0000125,2012-03-18,2012-03-18,,Sean Connery,Dr. No,1930-08-25
77,nm0000358,2012-03-18,2012-03-18,,Daniel Day-Lewis,There Will Be Blood,1957-04-29
78,nm0000008,2012-03-18,2012-03-18,,Marlon Brando,Apocalypse Now,1924-04-03
79,nm0000142,2012-03-18,2012-03-18,,Clint Eastwood,Million Dollar Baby,1930-05-31
80,nm0000164,2012-03-18,2012-03-18,,Anthony Hopkins,The Silence of the Lambs,1937-12-31
81,nm0000136,2012-03-18,2012-03-18,,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,1963-06-09
82,nm0000553,2012-03-18,2012-03-18,,Liam Neeson,Kinsey,1952-06-07
83,nm0000115,2012-03-18,2012-03-18,,Nicolas Cage,Face/Off,1964-01-07
84,nm0000206,2012-03-18,2012-03-18,,Keanu Reeves,The Matrix,1964-09-02
85,nm0000152,2012-03-18,2012-03-18,,Richard Gere,Chicago,1949-08-31
86,nm0000148,2012-03-18,2012-03-18,,Harrison Ford,Raiders of the Lost Ark,1942-07-13
87,nm0000154,2012-03-18,2012-03-18,,Mel Gibson,Braveheart,1956-01-03
88,nm0000169,2012-03-18,2012-03-18,,Tommy Lee Jones,The Fugitive,1946-09-15
89,nm0000582,2012-03-18,2012-03-18,,Joe Pesci,GoodFellas,1943-02-09
90,nm0000198,2012-03-18,2012-03-18,,Gary Oldman,The Dark Knight,1958-03-21
91,nm0000313,2012-03-18,2012-03-18,,Jeff Bridges,The Big Lebowski,1949-12-04
92,nm0000120,2012-03-18,2012-03-18,,Jim Carrey,Ace Ventura: Pet Detective,1962-01-17
93,nm0000246,2012-03-18,2012-03-18,,Bruce Willis,Die Hard,1955-03-19
94,nm0654110,2012-03-18,2012-03-18,,Clive Owen,Children of Men,1964-10-03
95,nm0719637,2012-03-18,2012-03-18,,Jeremy Renner,The Hurt Locker,1971-01-07
96,nm0004937,2012-03-18,2012-03-18,,Jamie Foxx,Collateral,1967-12-13
97,nm0000123,2012-03-18,2012-03-18,,George Clooney,The Ides of March,1961-05-06
98,nm0000158,2012-03-18,2012-03-18,,Tom Hanks,Cast Away,1956-07-09
99,nm0000129,2012-03-18,2012-03-18,,Tom Cruise,Top Gun,1962-07-03
100,nm0362766,2012-03-18,2012-03-18,,Tom Hardy,Inception,1977-09-15
101,nm0941777,2012-03-18,2012-03-18,,Sam Worthington,Avatar,1976-08-02
102,nm0177896,2012-03-18,2012-03-18,,Bradley Cooper,A Star Is Born,1975-01-05
103,nm0648249,2012-03-18,2012-03-18,,Timothy Olyphant,Justified,1968-05-20
104,nm0881631,2012-03-18,2012-03-18,,Karl Urban,Star Trek,1972-06-07
105,nm1475594,2012-03-18,2012-03-18,,Channing Tatum,21 Jump Street,1980-04-26
106,nm0000563,2012-03-18,2012-03-18,,Chris O'Donnell,Batman & Robin,1970-06-26
107,nm0249291,2012-03-18,2012-03-18,,Joel Edgerton,The Gift,1974-06-23
108,nm0290556,2012-03-18,2012-03-18,,James Franco,Spring Breakers,1978-04-19
109,nm0000409,2012-03-18,2012-03-18,,Brendan Fraser,The Mummy,1968-12-03
110,nm0000147,2012-03-18,2012-03-18,,Colin Firth,A Single Man,1960-09-10
111,nm0000367,2012-03-18,2012-03-18,,Gérard Depardieu,Cyrano de Bergerac,1948-12-27
112,nm0005278,2012-03-18,2012-03-18,,Jerry O'Connell,Stand by Me,1974-02-17
113,nm0005110,2012-03-18,2012-03-18,,Ashton Kutcher,That '70s Show,1978-02-07
114,nm1475594,2012-03-18,2012-03-18,,Channing Tatum,21 Jump Street,1980-04-26
115,nm0001427,2012-03-18,2012-03-18,,Greg Kinnear,As Good as It Gets,1963-06-17
116,nm0001710,2012-03-18,2012-03-18,,David Schwimmer,Friends,1966-11-02
117,nm0001618,2012-03-18,2012-03-18,,Joaquin Phoenix,Walk the Line,1974-10-28
118,nm0000849,2012-03-18,2012-03-18,,Javier Bardem,Skyfall,1969-03-01
119,nm0136797,2012-03-18,2012-03-18,,Steve Carell,The Office,1962-08-16
120,nm1055413,2012-03-18,2012-03-18,,Michael Fassbender,Shame,1977-04-02
121,nm0000195,2012-03-18,2012-03-18,,Bill Murray,Lost in Translation,1950-09-21
122,nm0001725,2012-03-18,2012-03-18,,Omar Sharif,Lawrence of Arabia,1932-04-10
123,nm0000614,2012-03-18,2012-03-18,,Alan Rickman,Die Hard,1946-02-21
124,nm0005212,2012-03-18,2012-03-18,,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,1939-05-25
125,nm0000457,2012-03-18,2012-03-18,,John Hurt,Nineteen Eighty-Four,1940-01-22
126,nm0000347,2012-03-18,2012-03-18,,Tim Curry,Congo,1946-04-19
127,nm0001772,2012-03-18,2012-03-18,,Patrick Stewart,Logan,1940-07-13
128,nm0000502,2012-03-18,2012-03-18,,Christopher Lloyd,Back to the Future,1938-10-22
129,nm0915989,2012-03-18,2012-03-18,,Hugo Weaving,The Lord of the Rings: The Return of the King,1960-04-04
130,nm0000432,2012-03-18,2012-03-18,,Gene Hackman,The French Connection,1930-01-30
131,nm0000380,2012-03-18,2012-03-18,,Robert Duvall,The Apostle,1931-01-05
132,nm0000273,2012-03-18,2012-03-18,,Alan Arkin,Argo,1934-03-26
133,nm0000342,2012-03-18,2012-03-18,,James Cromwell,L.A. Confidential,1940-01-27
134,nm0000060,2012-03-18,2012-03-18,,Gregory Peck,To Kill a Mockingbird,1916-04-05
135,nm0001449,2012-03-18,2012-03-18,,Frank Langella,Frost/Nixon,1938-01-01
136,nm0000163,2012-03-18,2012-03-18,,Dustin Hoffman,Tootsie,1937-08-08
137,nm0000257,2012-03-18,2012-03-18,,Alan Alda,M*A*S*H,1936-01-28
138,nm0000177,2012-03-18,2012-03-18,,Kevin Kline,Wild Wild West,1947-10-24
139,nm0000518,2012-03-18,2012-03-18,,John Malkovich,Being John Malkovich,1953-12-09
140,nm0631490,2012-03-18,2012-03-18,,Bill Nighy,Love Actually,1949-12-12
141,nm0929489,2012-03-18,2012-03-18,,Tom Wilkinson,Michael Clayton,1948-02-05
142,nm0000514,2012-03-18,2012-03-18,,Michael Madsen,The Hateful Eight,1957-09-25
143,nm0000470,2012-03-18,2012-03-18,,Jeffrey Jones,Howard the Duck,1946-09-28
144,nm0001626,2012-03-18,2012-03-18,,Christopher Plummer,Beginners,1929-12-13
145,nm0000558,2012-03-18,2012-03-18,,Leslie Nielsen,Airplane!,1926-02-11
146,nm0005042,2012-03-18,2012-03-18,,Jason Isaacs,Harry Potter and the Chamber of Secrets,1963-06-06
147,nm0000547,2012-03-18,2012-03-18,,Alfred Molina,Spider-Man 2,1953-05-24
148,nm0000172,2012-03-18,2012-03-18,,Harvey Keitel,Reservoir Dogs,1939-05-13
149,nm0000641,2012-03-18,2012-03-18,,Gary Sinise,Forrest Gump,1955-03-17
150,nm0000313,2012-03-18,2012-03-18,,Jeff Bridges,The Big Lebowski,1949-12-04
151,nm0001702,2012-03-18,2012-03-18,,Roy Scheider,Jaws,1932-11-10
152,nm0000195,2012-03-18,2012-03-18,,Bill Murray,Lost in Translation,1950-09-21
153,nm0000321,2012-03-18,2012-03-18,,Gabriel Byrne,The Usual Suspects,1950-05-12
154,nm0001598,2012-03-18,2012-03-18,,Robert Patrick,Terminator 2: Judgment Day,1958-11-05
155,nm0001831,2012-03-18,2012-03-18,,David Warner,Titanic,1941-07-29
156,nm0000460,2012-03-18,2012-03-18,,Jeremy Irons,Dead Ringers,1948-09-19
157,nm0001592,2012-03-18,2012-03-18,,Joe Pantoliano,Memento,1951-09-12
158,nm0000422,2012-03-18,2012-03-18,,John Goodman,10 Cloverfield Lane,1952-06-20
159,nm0000056,2012-03-18,2012-03-18,,Paul Newman,The Hustler,1925-01-26
160,nm0000474,2012-03-18,2012-03-18,,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),1951-09-05
161,nm0000592,2012-03-18,2012-03-18,,Pete Postlethwaite,The Usual Suspects,1946-02-07
162,nm0001096,2012-03-18,2012-03-18,,Timothy Dalton,The Living Daylights,1946-03-21
163,nm0001334,2012-03-18,2012-03-18,,John Heard,The Guardian,1946-03-07
164,nm0000353,2012-03-18,2012-03-18,,Willem Dafoe,Spider-Man,1955-07-22
165,nm0177933,2012-03-18,2012-03-18,,Chris Cooper,Adaptation.,1951-07-09
166,nm0001016,2012-03-18,2012-03-18,,David Carradine,Kill Bill: Vol. 2,1936-12-08
167,nm0005266,2012-03-18,2012-03-18,,Craig T. Nelson,Coach,1944-04-04
168,nm0722636,2012-03-18,2012-03-18,,John Rhys-Davies,The Lord of the Rings: The Return of the King,1944-05-05
169,nm0000458,2012-03-18,2012-03-18,,William Hurt,A History of Violence,1950-03-20
170,nm0000681,2012-03-18,2012-03-18,,Vince Vaughn,The Break-Up,1970-03-28
171,nm0386472,2012-03-18,2012-03-18,,Emile Hirsch,Into the Wild,1985-03-13
172,nm0001691,2012-03-18,2012-03-18,,Geoffrey Rush,The King's Speech,1951-07-06
173,nm0511277,2012-03-18,2012-03-18,,Boguslaw Linda,Psy,1952-06-27
174,nm0631102,2012-03-18,2012-03-18,,Leon Niemczyk,Nóz w wodzie,1923-12-15
175,nm0464945,2012-03-18,2012-03-18,,Marek Kondrat,Dzien swira,1950-10-18
176,nm0000704,2012-03-18,2012-03-18,,Elijah Wood,The Lord of the Rings: The Fellowship of the Ring,1981-01-28
177,nm0000191,2012-03-18,2012-03-18,,Ewan McGregor,Moulin Rouge!,1971-03-31
178,nm0001806,2012-03-18,2012-03-18,,John Turturro,Barton Fink,1957-02-28
179,nm0000093,2012-03-18,2012-03-18,,Brad Pitt,Ad Astra,1963-12-18
180,nm0788335,2012-03-18,2012-03-18,,Michael Shannon,Take Shelter,1974-08-07
181,nm0334318,2012-03-18,2012-03-18,,Stephen Graham,This Is England,1973-08-03
182,nm0000450,2012-03-18,2012-03-18,,Philip Seymour Hoffman,The Master,1967-07-23
183,nm0406975,2012-03-18,2012-03-18,,Rhys Ifans,The Amazing Spider-Man,1967-07-22
184,nm0001803,2012-03-18,2012-03-18,,Danny Trejo,Machete,1944-05-16
185,nm0000741,2012-03-18,2012-03-18,,Tim Allen,Toy Story,1953-06-13
186,nm0000362,2012-03-18,2012-03-18,,Danny DeVito,Matilda,1944-11-17
187,nm0001364,2012-03-18,2012-03-18,,Bob Hoskins,The Long Good Friday,1942-10-26
188,nm0000538,2012-03-18,2012-03-18,,Colm Meaney,Star Trek: Deep Space Nine,1953-05-30
189,nm0001804,2012-03-18,2012-03-18,,Stanley Tucci,Big Night,1960-11-11
190,nm0000437,2012-03-18,2012-03-18,,Woody Harrelson,True Detective,1961-07-23
191,nm0001971,2012-03-18,2012-03-18,,Ewen Bremner,T2 Trainspotting,1972-01-23
192,nm0001557,2012-03-18,2012-03-18,,Viggo Mortensen,The Lord of the Rings: The Return of the King,1958-10-20
193,nm0000293,2012-03-18,2012-03-18,,Sean Bean,The Lord of the Rings: The Fellowship of the Ring,1959-04-17
194,nm0000245,2012-03-18,2012-03-18,,Robin Williams,Mrs. Doubtfire,1951-07-21
195,nm0005458,2012-03-18,2012-03-18,,Jason Statham,Crank,1967-07-26
196,nm0227759,2012-03-18,2012-03-18,,Peter Dinklage,Game of Thrones,1969-06-11
197,nm0001758,2012-03-18,2012-03-18,,Timothy Spall,Mr. Turner,1957-02-27
198,nm0000980,2012-03-18,2012-03-18,,Jim Broadbent,Moulin Rouge!,1949-05-24
199,nm0000579,2012-03-18,2012-03-18,,Ron Perlman,Hand of God,1950-04-13
200,nm0001194,2012-03-18,2012-03-18,,Jeff Fahey,Lost,1952-11-29
201,nm0001015,2012-03-18,2012-03-18,,Robert Carlyle,The Full Monty,1961-04-14
202,nm0001125,2012-03-18,2012-03-18,,Benicio Del Toro,Sicario,1967-02-19
203,nm0132257,2012-03-18,2012-03-18,,Bruce Campbell,Bubba Ho-Tep,1958-06-22
204,nm0000377,2012-03-18,2012-03-18,,Richard Dreyfuss,The Goodbye Girl,1947-10-29
205,nm0000474,2012-03-18,2012-03-18,,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),1951-09-05
206,nm0000532,2012-03-18,2012-03-18,,Malcolm McDowell,A Clockwork Orange,1943-06-13
207,nm0000469,2012-03-18,2012-03-18,,James Earl Jones,Rogue One,1931-01-17
208,nm0001780,2012-03-18,2012-03-18,,Peter Stormare,Fargo,1953-08-27
209,nm0000671,2012-03-18,2012-03-18,,Billy Bob Thornton,Sling Blade,1955-08-04
210,nm0000491,2012-03-18,2012-03-18,,John Leguizamo,Moulin Rouge!,1960-07-22
211,nm0000661,2012-03-18,2012-03-18,,Donald Sutherland,The Hunger Games: Catching Fire,1935-07-17
212,nm0000412,2012-03-18,2012-03-18,,Andy Garcia,Ocean's Eleven,1956-04-12
213,nm0420955,2012-03-18,2012-03-18,,Richard Jenkins,The Shape of Water,1947-05-04
214,nm0003817,2012-03-18,2012-03-18,,Michael Clarke Duncan,The Green Mile,1957-12-10
215,nm0000156,2012-03-18,2012-03-18,,Jeff Goldblum,Jurassic Park,1952-10-22
216,nm0000374,2012-03-18,2012-03-18,,Brad Dourif,The Lord of the Rings: The Two Towers,1950-03-18
217,nm0000101,2012-03-18,2012-03-18,,Dan Aykroyd,Ghostbusters,1952-07-01
218,nm0000982,2012-03-18,2012-03-18,,Josh Brolin,Avengers: Endgame,1968-02-12
219,nm0005023,2012-03-18,2012-03-18,,Djimon Hounsou,Blood Diamond,1964-04-24
220,nm0000225,2012-03-18,2012-03-18,,Christian Slater,Very Bad Things,1969-08-18
221,nm0001254,2012-03-18,2012-03-18,,James Gandolfini,The Sopranos,1961-09-18
222,nm0000621,2012-03-18,2012-03-18,,Kurt Russell,The Hateful Eight,1951-03-17
223,nm0000111,2012-03-18,2012-03-18,,Matthew Broderick,The Producers,1962-03-21
224,nm0000221,2012-03-18,2012-03-18,,Charlie Sheen,Two and a Half Men,1965-09-03
225,nm0000297,2012-03-18,2012-03-18,,Tom Berenger,Inception,1949-05-31
226,nm0000389,2012-03-18,2012-03-18,,Emilio Estevez,The Way,1962-05-12
227,nm0000662,2012-03-18,2012-03-18,,Kiefer Sutherland,24,1966-12-21
228,nm0001617,2012-03-18,2012-03-18,,Lou Diamond Phillips,Courage Under Fire,1962-02-17
229,nm0000551,2012-03-18,2012-03-18,,Dermot Mulroney,My Best Friend's Wedding,1963-10-31
230,nm0001588,2012-03-18,2012-03-18,,Jack Palance,City Slickers,1919-02-18
231,nm0000122,2012-03-18,2012-03-18,,Charles Chaplin,The Great Dictator,1889-04-16
232,nm0302108,2012-03-18,2012-03-18,,Zach Galifianakis,The Hangover,1969-10-01
233,nm0001191,2012-03-18,2012-03-18,,Adam Sandler,The Waterboy,1966-09-09
234,nm0736622,2012-03-18,2012-03-18,,Seth Rogen,This Is the End,1982-04-15
235,nm0000439,2012-03-18,2012-03-18,,Neil Patrick Harris,How I Met Your Mother,1973-06-15
236,nm0001774,2012-03-18,2012-03-18,,Ben Stiller,Tropic Thunder,1965-11-30
237,nm0000902,2012-03-18,2012-03-18,,Jim Belushi,Red Heat,1954-06-15
238,nm0056187,2012-03-18,2012-03-18,,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1971-10-13
239,nm0000676,2012-03-18,2012-03-18,,Chris Tucker,Rush Hour 2,1971-08-31
240,nm0085312,2012-03-18,2012-03-18,,Jack Black,School of Rock,1969-08-28
241,nm1159180,2012-03-18,2012-03-18,,Ed Helms,The Hangover,1974-01-24
242,nm0506405,2012-03-18,2012-03-18,,Eugene Levy,A Mighty Wind,1946-12-17
243,nm0005405,2012-03-18,2012-03-18,,Seann William Scott,American Pie,1976-10-03
244,nm0004755,2012-03-18,2012-03-18,,Jason Biggs,American Pie,1978-05-12
245,nm0005098,2012-03-18,2012-03-18,,Chris Klein,American Pie,1979-03-14
246,nm0005272,2012-03-18,2012-03-18,,Thomas Ian Nicholas,Adverse,1980-07-10
247,nm0858776,2012-03-18,2012-03-18,,Eddie Kaye Thomas,American Pie,1980-10-31
248,nm0000120,2012-03-18,2012-03-18,,Jim Carrey,Ace Ventura: Pet Detective,1962-01-17
249,nm0001454,2012-03-18,2012-03-18,,Martin Lawrence,Martin,1965-04-16
250,nm0421822,2012-03-18,2012-03-18,,Ken Jeong,The Hangover,1969-07-13
251,nm0148418,2012-03-18,2012-03-18,,Michael Cera,Scott Pilgrim vs. the World,1988-06-07
252,nm0000100,2012-03-18,2012-03-18,,Rowan Atkinson,Johnny English,1955-01-06
253,nm0000196,2012-03-18,2012-03-18,,Mike Myers,Austin Powers in Goldmember,1963-05-25
254,nm0416673,2012-03-18,2012-03-18,,Kevin James,Paul Blart: Mall Cop,1965-04-26
255,nm0000552,2012-03-18,2012-03-18,,Eddie Murphy,The Nutty Professor,1961-04-03
256,nm0001674,2012-03-18,2012-03-18,,Chris Rock,Top Five,1965-02-07
257,nm0296545,2012-03-18,2012-03-18,,Nick Frost,The World's End,1972-03-28
258,nm0005541,2012-03-18,2012-03-18,,Marlon Wayans,White Chicks,1972-07-23
259,nm0000209,2012-03-18,2012-03-18,,Tim Robbins,Mystic River,1958-10-16
260,nm0000020,2012-03-18,2012-03-18,,Henry Fonda,12 Angry Men,1905-05-16
261,nm0000126,2012-03-18,2012-03-18,,Kevin Costner,The Postman,1955-01-18
262,nm0000138,2012-03-18,2012-03-18,,Leonardo DiCaprio,Inception,1974-11-11
263,nm0000537,2012-03-18,2012-03-18,,Steve McQueen,The Great Escape,1930-03-24
264,nm0001673,2012-03-18,2012-03-18,,Jason Robards,All the President's Men,1922-07-26
265,nm0000147,2012-03-18,2012-03-18,,Colin Firth,A Single Man,1960-09-10
266,nm0000078,2012-03-18,2012-03-18,,John Wayne,True Grit,1907-05-26
267,nm0000564,2012-03-18,2012-03-18,,Peter O'Toole,Lawrence of Arabia,1932-08-02
268,nm0177933,2012-03-18,2012-03-18,,Chris Cooper,Adaptation.,1951-07-09
269,nm0000140,2012-03-18,2012-03-18,,Michael Douglas,Behind the Candelabra,1944-09-25
270,nm0000032,2012-03-18,2012-03-18,,Charlton Heston,Ben-Hur,1923-10-04
271,nm0000336,2012-03-18,2012-03-18,,James Coburn,Charade,1928-08-31
272,nm0000216,2012-03-18,2012-03-18,,Arnold Schwarzenegger,Terminator 2: Judgment Day,1947-07-30
273,nm0000112,2012-03-18,2012-03-18,,Pierce Brosnan,The World Is Not Enough,1953-05-16
274,nm0000285,2012-03-18,2012-03-18,,Alec Baldwin,The Departed,1958-04-03
275,nm0000102,2012-03-18,2012-03-18,,Kevin Bacon,Footloose,1958-07-08
276,nm0001128,2012-03-18,2012-03-18,,Alain Delon,Le Samouraï,1935-11-08
277,nm0000905,2012-03-18,2012-03-18,,Roberto Benigni,La vita è bella,1952-10-27
278,nm0000237,2012-03-18,2012-03-18,,John Travolta,Pulp Fiction,1954-02-18
279,nm0000560,2012-03-18,2012-03-18,,Nick Nolte,Warrior,1941-02-08
280,nm0000174,2012-03-18,2012-03-18,,Val Kilmer,The Doors,1959-12-31
281,nm0001638,2012-03-18,2012-03-18,,Jürgen Prochnow,Das Boot,1941-06-10
282,nm0000401,2012-03-18,2012-03-18,,Laurence Fishburne,The Matrix,1961-07-30
283,nm0001731,2012-03-18,2012-03-18,,Sam Shepard,August: Osage County,1943-11-05
284,nm0000849,2012-03-18,2012-03-18,,Javier Bardem,Skyfall,1969-03-01
285,nm0462407,2012-03-18,2012-03-18,,Sebastian Koch,Das Leben der Anderen,1962-05-31
286,nm0000230,2012-03-18,2012-03-18,,Sylvester Stallone,Rocky,1946-07-06
287,nm0001472,2012-03-18,2012-03-18,,Jet Li,Huo Yuan Jia,1963-04-26
288,nm0000616,2012-03-18,2012-03-18,,Eric Roberts,Runaway Train,1956-04-18
289,nm0000454,2012-03-18,2012-03-18,,Dennis Hopper,Easy Rider,1936-05-17
290,nm0000640,2012-03-18,2012-03-18,,Martin Sheen,The Departed,1940-08-03
291,nm0000537,2012-03-18,2012-03-18,,Steve McQueen,The Great Escape,1930-03-24
292,nm0000052,2012-03-18,2012-03-18,,Marcello Mastroianni,La dolce vita,1924-09-28
293,nm0000424,2012-03-18,2012-03-18,,Hugh Grant,Love Actually,1960-09-09
294,nm0000501,2012-03-18,2012-03-18,,Ray Liotta,Narc,1954-12-18
295,nm0000249,2012-03-18,2012-03-18,,James Woods,Vampires,1947-04-18
296,nm0001627,2012-03-18,2012-03-18,,Sidney Poitier,In the Heat of the Night,1927-02-20
297,nm0000092,2012-03-18,2012-03-18,,John Cleese,A Fish Called Wanda,1939-10-27
298,nm0001497,2012-03-18,2012-03-18,,Tobey Maguire,Brothers,1975-06-27
299,nm0000602,2012-03-18,2012-03-18,,Robert Redford,The Natural,1936-08-18
300,nm0000018,2012-03-18,2012-03-18,,Kirk Douglas,Spartacus,1916-12-09
